PartyName,PartyNameEnglish,Abbreviation,EstablishmentDate,MemberCount,Leadership,EstablishmentApprovalDate,RegistrationApplicationDate,RegistrationApprovalDate,ApprovedPartyNumber,PartyFlag,PartySeal,Chairman,Region,Headquarters,Contact,Policy
ချင်းဒီမိုကရေစီအဖွဲ့ချုပ်,0,,11.4.2014,20,ဦးငိုင်ဆော့ခ်၊ ဆလိုင်းဝုမ်ဇပြောင်,6.6.2014,16.6.2014,15.7.2014,75,https://storage.googleapis.com/staticassets/political/fpty-chindemocracy-flag.gif,https://storage.googleapis.com/staticassets/political/fpty-chindemocracy_logo1.gif,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ်(၁၀၉၇) ၊ ပြည်ထောင်စုလမ်းမ ၊ (၄၅)ရပ်ကွက် ၊ ဒဂုံမြို့သစ် (မြောက်ပိုင်း) မြို့နယ်,"09-5160784, 09861896(ဦးငိုင်ဆော့ခ်)",http://uecmyanmar.org/images/stories/pdf/chindemocrayparty66.pdf
ခူမီး(ခမီး)အမျိုးသားပါတီ,[KHUMI (KHAMI) NATIONAL PARTY],,25.11.2013,16,ဦးကျော်ထွန်း၊ ဦးပြင်အောင်,23.5.2014,10.6.2014,16.7.2014,76,https://storage.googleapis.com/staticassets/political/fpty_khume_flag.gif,https://storage.googleapis.com/staticassets/political/fpty_khume_logo.gif,,ချင်းပြည်နယ်အတွင်း,အမှတ်(၆)၊ ဆိပ်ကမ်းသာလမ်း၊ ရိက္ခာရပ်ကွက်၊ ပလက်ဝမြို့နယ်၊ ချင်းပြည်နယ်။,"09-49678830(ဦးအေးထွန်း), 01-3331451(ဖက်စ်), 01-3331452",http://uecmyanmar.org/images/stories/pdf/khumee67.pdf
လူ့ဘောင်သစ် ဒီမိုကရက်တစ် ပါတီ,Democratic Party For a New Society,,17-12-2013,21,ဦးအောင်မိုးဇော်၊ ဦးမြင့်နိုင် (ခ) ခွန်ရဲသွေး,12-5-2014,20-5-2014,24-10-2014,77,https://storage.googleapis.com/staticassets/political/24-11-2014-lubaung-flag.jpg,https://storage.googleapis.com/staticassets/political/24-11-2014-lubaung-logo.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ်(၂၅၁)၊ တတိယထပ်၊ ဆိပ်ကမ်းသာလမ်း၊ ကျောက်တံတားမြို့နယ်,"09-420148501, 09-31106242",Download PDF
ကရင် အမျိုးသား ပါတီ,Karen National Party,,2-6-2014,15,မန်းကျော်ငြိမ်း၊ မန်းမြင့်စိုး,16-7-2014,11-8-2014,24-10-2014,78,https://storage.googleapis.com/staticassets/political/24-11-2014-karen-flag.jpg,https://storage.googleapis.com/staticassets/political/24-11-2014-karen-logo.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ်(၆၃၆)၊ ခဝဲခြံ(၁) လမ်း၊ အနောက် ကြို့ကုန်းရပ်ကွက်၊ အင်းစိန် မြို့နယ်၊,"09-49329849, 09-448021923",Download PDF
မြန်မာနိုင်ငံ တောင်သူ လယ်သမား အလုပ်သမား ပြည်သူ့ပါတီ,People`s Party of Myanmar Farmers And Workers,,24-7-2014,22,ဦးအောင်မျိုးခိုင်၊ ဦးကိုကိုလွင်,22-9-2014,14-10-2014,9-12-2014,79,https://storage.googleapis.com/staticassets/political/PPMF-flag.jpg,https://storage.googleapis.com/staticassets/political/PPMF-logo.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ်(၂)၊ တကောင်းဘုရားလမ်း၊ (၄)ရပ်ကွက်၊ ပုသိမ်မြို့၊ ဧရာဝတီတိုင်းဒေသကြီး,09-422529069(ဦးအောင်မျိုးခိုင်)09-49764573(ဦးကိုကိုလွင်),http://uecmyanmar.org/images/stories/pdf/79%20PPMFW.pdf
မြိုအမျိုးသားဒီမိုကရေစီပါတီ ,0,,26.8.2014,23,ဦးမောင်မြထွန်း၊ဦးမောင်စံအောင်,18.12.2014,6.1.2015,9.2.2015,80,https://storage.googleapis.com/staticassets/political/71-mroflg.jpg,https://storage.googleapis.com/staticassets/political/71-mrologo.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ် (၁၄၄)၊ ဗုဒ္ဓဂါယာရပ်ကွက်၊ မြို့သစ်ရပ်၊ အောင်တပ် ရပ်ကွက်၊ မြောက်ဦးမြို့၊ ရခိုင်ပြည်နယ်,09-74050743(ဦးမောင်မြထွန်း),0
ဓနုအမျိုးသားများအဖွဲ့ချုပ်ပါတီ,Danu National Organization Party,,30.10.2014,36,ဒေါ်ချောနု၊ဒေါ်လေးလေးဖြူ,9.2.2015,27.2.2015,27.4.2015,81,https://storage.googleapis.com/staticassets/political/dnop-flag.jpg,https://storage.googleapis.com/staticassets/political/dnop-logo.jpg,,ရှမ်းပြည်နယ်အတွင်း,အိမ်အမှတ် (ဈ-၃၄၈)၊ သစ္စာလမ်း၊ စျေးတန်း (တောင်ပိုင်း) ရပ်ကွက်၊ ရွာငံမြို့၊ ရှမ်းပြည်နယ်,09-49357844,0
ပြည်သူ့အကျိုးပြုကျောင်းသားများဒီမိုကရေစီပါတီ,Public Contribute Students Democracy Party,,25.11.2014,20,ဦးမင်းမင်းထွန်း၊ဦးဌေးအောင်,9.3.2015,17.3.2015,28.4.2015,82,https://storage.googleapis.com/staticassets/political/pcsdp-flag.jpg,https://storage.googleapis.com/staticassets/political/pcsdp-logo.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ် (၃၆၆/က)၊ ဦးပုညလမ်း၊ အမှတ် (၈) ရပ်ကွက်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,"09-421037988(ဦးမင်းမင်းထွန်း), 09-420020083(ဦးအောင်ဆန်း)",0
လမ်းပြကြယ်ပါတီ,Guiding Star Party,,27.8.2014,17,ဦးအေးမြင့်၊ ဦးထွန်းနိုင် (ခ) ဦးတိုးနိုင်,6.3.2015,25.3.2015,20.5.2015,83,https://storage.googleapis.com/staticassets/political/74-flg-gsp.jpg,https://storage.googleapis.com/staticassets/political/74-lolgo-gsp.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ်(၁၅၃၆)၊ (၆) လမ်း၊ အလင်းရောင် (၁) ရပ်ကွက်၊ ပဲခူးမြို့ ၊ ပဲခူးတိုင်းဒေသကြီး,"09-428168297(ဦးခင်ဇော်), 057-40022(ဖက်စ်)",0
ရှမ်းနီ (တိုင်းလိုင်) နှင့် မြောက်ပိုင်းရှမ်းမျိုးနွယ်စုများ သွေးစည်းညီညွတ်ရေးပါတီ,Shan-ni & Northern Shan ethnics solidarity party,S.N.S.P,19.11.2014,19,ဦးစောဝင်းထွန်း၊ ဦးအောင်ခင်း,9.3.2015,25.3.2015,20.5.2015,84,https://storage.googleapis.com/staticassets/political/75-Shanni-Flag.png,https://storage.googleapis.com/staticassets/political/75-Shanni-Logo.png,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ် (ဓ-၁/၇၀-ခ)၊ ကံ့ကော်လမ်း၊ ၄၀x၄၁ နှင့် ၆၇x၆၈ လမ်းကြား၊ မဟာမြိုင် (၁) ရပ်ကွက်၊ မဟာအောင်မြေမြို့နယ်၊ မန္တလေးတိုင်းဒေသကြီး,"09-91010315, 09-2016916(ဦးစော၀င်းထွန်း), 09-5192700(ဦးအောင်ခင်း)",0
လူ့ဘောင်သစ်ပါတီ,New Society Party,,4.3.2014,16,ဦးဇေယျ၊ ဦးကျော်လင်း,6.3.2015,9.3.2015,3.6.2015,85,https://storage.googleapis.com/staticassets/political/76-NSP-Flag.jpg,https://storage.googleapis.com/staticassets/political/76-NSP-Logo.jpg,,ပြည်ထောင်စုတစ်ဝန်းလုံး,အမှတ် (၁၀၆/၁၀၈)၊မြန်မာ့ဂုဏ်ရည်လမ်း (၉၁ လမ်းထိပ်)၊ မင်္ဂလာတောင်ညွန့်မြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,09-73248567(ဦးဇေယျ),0
